aUrlId,pId,aId,aName
102258974,p312,a1727,N. Walton
153133044,p312,a1728,Frédéric Arenou
144764990,p312,a1729,U. Bastian
2070609003,p312,a1730,M. Cropper
40804679,p312,a1731,R. Drimmel
51300400,p312,a1732,D. Katz
50307993,p312,a1733,M. Lattanzi
1380209236,p312,a1734,J. Bakker
144260475,p312,a1735,C. Cacciari
123365358,p312,a1736,J. Castañeda
74740906,p312,a1737,L. Chaoul
98216556,p312,a1738,N. Cheek
1921531,p312,a1739,C. Fabricius
96771349,p312,a1740,R. Guerra
1746422,p312,a1741,B. Holl
98223408,p312,a1742,E. Masana
2791555,p312,a1743,R. Messineo
1721969,p312,a1744,N. Mowlavi
1738450,p312,a1745,K. Nienartowicz
3318678,p312,a1746,P. Panuzzo
121009309,p312,a1747,M. Riello
8207096,p312,a1748,G. Seabroke
144143961,p312,a1749,F. Thévenin
1388393868,p312,a1750,G. Gracia-Abril
1411479267,p312,a1751,G. Comoretto
1388393863,p312,a1752,M. Garcia-Reinaldos
117662363,p312,a1753,D. Teyssier
100811834,p312,a1754,M. Altmann
70167034,p312,a1755,R. Andrae
8378806,p312,a1756,M. Audard
1388393437,p312,a1757,I. Bellas-Velidis
49554388,p312,a1758,K. Benson
152782845,p312,a1759,R. Blomme
47702627,p312,a1760,P. Burgess
74311142,p312,a1761,G. Busso
1388363983,p312,a1762,G. Clementini
69866224,p312,a1763,M. Clotet
2222136,p312,a1764,O. Creevey
117282720,p312,a1765,M. Davidson
48361746,p312,a1766,J. De Ridder
75039551,p312,a1767,L. Delchambre
70677487,p312,a1768,C. Ducourant
1402221379,p312,a1769,J. Fernández-Hernández
73926003,p312,a1770,M. Fouesneau
102863393,p312,a1771,Y. Frémat
1398622611,p312,a1772,M. García-Torres
1388393821,p312,a1773,J. González-Núñez
1387882012,p312,a1774,J. J. González-Vidal
52139692,p312,a1775,E. Gosset
69421805,p312,a1776,L. P. Guy
72223611,p312,a1777,J. Halbwachs
2871399,p312,a1778,N. Hambly
123218746,p312,a1779,D. Harrison
5963274,p312,a1780,S. Hodgkin
122358162,p312,a1781,A. Hutton
15521875,p312,a1782,G. Jasniewicz
15521875,p2350,a1782,G. Jasniewicz
1388346714,p312,a1783,A. Jean-Antoine-Piccolo
144532854,p312,a1784,S. Jordan
2090715287,p312,a1785,A. Korn
1387968388,p312,a1786,A. Krone-Martins
3821116,p312,a1787,A. Lanzafame
74188703,p312,a1788,T. Lebzelter
2136734485,p312,a1789,W. L o¨
2829238,p312,a1790,M. Manteiga
74318284,p312,a1791,P. Marrese
1388393469,p312,a1792,J. Martín-Fleitas
102589097,p312,a1793,A. Moitinho
2053381357,p312,a1794,A. Mora
74741411,p312,a1795,J. Osinde
74872459,p312,a1796,E. Pancino
1388393866,p312,a1797,A. Recio-Blanco
80564463,p312,a1798,P. J. Richards
1687843,p312,a1799,L. Rimoldini
48229400,p312,a1800,A. Robin
2460780,p312,a1801,L. Sarro
9814994,p312,a1802,C. Siopis
152736798,p312,a1803,M. Smith
8285835,p312,a1804,A. Sozzetti
1692687,p312,a1805,M. Süveges
5860282,p312,a1806,J. Torra
1455061689,p312,a1807,W. van Reeven
102755598,p312,a1808,U. Abbas
2136644680,p312,a1809,A. Abreu Aramburu
74881139,p312,a1810,S. Accart
66720029,p312,a1811,C. Aerts
115293600,p312,a1812,G. Altavilla
153739992,p312,a1813,M. A. Álvarez
1401029460,p312,a1814,R. Álvarez
2146703568,p312,a1815,J. Alves
2107580438,p312,a1816,R. I. Anderson
50354580,p312,a1817,A. Andrei
2126125824,p312,a1818,E. Anglada Varela
74307696,p312,a1819,E. Antiche
51311931,p312,a1820,T. Antoja
6684202,p312,a1821,B. Arcay
6161283,p312,a1822,T. Astraatmadja
35961150,p312,a1823,N. Bach
49770686,p312,a1824,S. Baker
1388393402,p312,a1825,L. Balaguer-Núñez
4178573,p312,a1826,P. Balm
74066107,p312,a1827,C. Barache
97204090,p312,a1828,C. Barata
1381923796,p312,a1829,D. Barbato
74099533,p312,a1830,F. Barblan
2067470,p312,a1831,P. Barklem
2067470,p2204,a1831,P. Barklem
3629705,p312,a1832,D. Barrado
153178606,p312,a1833,M. Barros
6332338,p312,a1834,M. Barstow
2136735122,p312,a1835,L. Bartholomé Muñoz
74767354,p312,a1836,J. Bassilana
3222238,p312,a1837,U. Becciani
6405438,p312,a1838,M. Bellazzini
15995484,p312,a1839,A. Berihuete
66260233,p312,a1840,S. Bertone
31660155,p312,a1841,L. Bianchi
4704949,p312,a1842,O. Bienaymé
1388393761,p312,a1843,S. Blanco-Cuaresma
144173243,p312,a1844,T. Boch
72388991,p312,a1845,C. Boeche
46769010,p312,a1846,A. Bombrun
74466046,p312,a1847,R. Borrachero
7750549,p312,a1848,D. Bossini
2049781653,p312,a1849,S. Bouquillon
71319731,p312,a1850,G. Bourda
11843117,p312,a1851,A. Bragaglia
49810878,p312,a1852,L. Bramante
51241382,p312,a1853,M. Breddels
2294237,p312,a1854,A. Bressan
10319143,p312,a1855,N. Brouillet
1633027550,p312,a1856,T. Brüsemeister
74730691,p312,a1857,E. Brugaletta
3123393,p312,a1858,B. Bucciarelli
49161520,p312,a1859,A. Burlacu
12380270,p312,a1860,D. Busonero
4233144,p312,a1861,A. Butkevich
98705819,p312,a1862,R. Buzzi
8127958,p312,a1863,E. Caffau
2853804,p312,a1864,R. Cancelliere
102345630,p312,a1865,G. Cannizzaro
1388393937,p312,a1866,T. Cantat-Gaudin
115366079,p312,a1867,R. Carballo
75119755,p312,a1868,T. Carlucci
2054705837,p312,a1869,J. M. Carrasco
114944635,p312,a1870,L. Casamiquela
153536715,p312,a1871,M. Castellani
1405032971,p312,a1872,A. Castro-Ginard
4798474,p312,a1873,P. Charlot
103580147,p312,a1874,L. Chemin
50219594,p312,a1875,A. Chiavassa
102037257,p312,a1876,G. Cocozza
74537808,p312,a1877,G. Costigan
108562646,p312,a1878,S. Cowell
115636391,p312,a1879,F. Crifo
104013675,p312,a1880,M. Crosta
48429145,p312,a1881,C. Crowley
95010673,p312,a1882,J. Cuypers
1716961,p312,a1883,C. Dafonte
152551309,p312,a1884,Y. Damerdji
2063744724,p312,a1885,A. Dapergolas
31725550,p312,a1886,M. David
134571105,p312,a1887,P. de Laverny
2124496136,p312,a1888,F. De Luise
1904666517,p312,a1889,R. De March
2080090238,p312,a1890,R. D. de Souza
2126121737,p312,a1891,A. D. de Torres
65967910,p312,a1892,J. Debosscher
37786835,p312,a1893,E. D. del Pozo
146050314,p312,a1894,A. Delgado
41210968,p312,a1895,H. E. Delgado
72616190,p312,a1896,S. Diakité
145636224,p312,a1897,E. Distefano
74614675,p312,a1898,C. Dolding
74866484,p312,a1899,P. Drazinos
2060903871,p312,a1900,J. Durán
5221293,p312,a1901,B. Edvardsson
41224831,p312,a1902,H. Enke
121274406,p312,a1903,K. Eriksson
73695313,p312,a1904,P. Esquej
2136639207,p312,a1905,G. Eynard Bontemps
153088327,p312,a1906,C. Fabre
151112192,p312,a1907,M. Fabrizio
75168475,p312,a1908,S. Faigler
145488789,p312,a1909,A. Falcão
2136643378,p312,a1910,M. Farràs Casas
47584767,p312,a1911,L. Federici
41220174,p312,a1912,G. Fedorets
41175690,p312,a1913,P. Fernique
145740367,p312,a1914,F. Figueras
116376041,p312,a1915,F. Filippi
71742168,p312,a1916,K. Findeisen
102033296,p312,a1917,A. Fonti
121241976,p312,a1918,E. Fraile
2075337793,p312,a1919,M. Fraser
39703528,p312,a1920,M. Gai
12774113,p312,a1921,S. Galleti
2624868,p312,a1922,D. Garabato
1388393758,p312,a1923,F. García-Sedano
40626853,p312,a1924,A. Garofalo
3023689,p312,a1925,N. Garralda
1381923964,p312,a1926,A. Gavel
15980314,p312,a1927,P. Gavras
4979758,p312,a1928,J. Gerssen
2065884769,p312,a1929,R. Geyer
102288152,p312,a1930,P. Giacobbe
2069529774,p312,a1931,G. Gilmore
145241055,p312,a1932,S. Girona
92648515,p312,a1933,G. Giuffrida
143702786,p312,a1934,F. Glass
1381339121,p312,a1935,M. Gomes
145667630,p312,a1936,A. Gueguen
11991396,p312,a1937,A. Guerrier
121321783,p312,a1938,R. Gutié
69345764,p312,a1939,R. Haigron
8592001,p312,a1940,D. Hatzidimitriou
152934401,p312,a1941,M. Hauser
13001530,p312,a1942,M. Haywood
52635228,p312,a1943,U. Heiter
52635228,p2204,a1943,U. Heiter
5863006,p312,a1944,A. Helmi
2086478151,p312,a1945,J. Heu
145407478,p312,a1946,T. Hilger
48292720,p312,a1947,D. Hobbs
153549720,p312,a1948,W. Hofmann
1398208118,p312,a1949,G. Holland
40772073,p312,a1950,H. Huckle
2158650,p312,a1951,A. Hypki
103377292,p312,a1952,V. Icardi
144627546,p312,a1953,K. Janssen
2131590158,p312,a1954,G. Jevardat de Fombelle
4189203,p312,a1955,P. Jonker
32424316,p312,a1956,Á. Juhász
71348593,p312,a1957,F. Julbé
51062329,p312,a1958,A. Karampelas
14714349,p312,a1959,A. Kewley
39501407,p312,a1960,J. Klar
74940717,p312,a1961,A. Kochoska
74083099,p312,a1962,R. Kohley
74990836,p312,a1963,K. Kolenberg
92773221,p312,a1964,M. Kontizas
91818335,p312,a1965,E. Kontizas
3651157,p312,a1966,Sergey E. Koposov
7258445,p312,a1967,G. Kordopatis
1388385969,p312,a1968,Z. Kostrzewa-Rutkowska
8150896,p312,a1969,P. Koubský
2024455255,p312,a1970,S. Lambert
2090691993,p312,a1971,A. Lanza
48754798,p312,a1972,Y. Lasne
102321568,p312,a1973,J. Lavigne
2136639291,p312,a1974,Y. Le Fustec
2080064480,p312,a1975,C. Le Poncin-Lafitte
7931414,p312,a1976,Y. Lebreton
66811126,p312,a1977,S. Leccia
93739021,p312,a1978,N. Leclerc
1388393349,p312,a1979,I. Lecoeur-Taibi
102011143,p312,a1980,H. Lenhardt
121747961,p312,a1981,F. Leroux
9282790,p312,a1982,S. Liao
41230706,p312,a1983,E. Licata
153883340,p312,a1984,H. Lindstrøm
34809767,p312,a1985,T. Lister
73921372,p312,a1986,E. Livanou
73885223,p312,a1987,A. Lobel
2107610520,p312,a1988,M. López
74025114,p312,a1989,S. Managau
2059394533,p312,a1990,R. G. Mann
113116142,p312,a1991,G. Mantelet
2543085,p312,a1992,O. Marchal
103213501,p312,a1993,J. Marchant
2069242293,p312,a1994,M. Marconi
102252827,p312,a1995,S. Marinoni
74885528,p312,a1996,G. Marschalkó
46367219,p312,a1997,D. Marshall
2065755691,p312,a1998,M. Martino
153299962,p312,a1999,G. Marton
1410513751,p312,a2000,N. Mary
51885784,p312,a2001,D. Massari
88859529,p312,a2002,G. Matijevič
91124762,p312,a2003,T. Mazeh
145174868,p312,a2004,P. McMillan
2800199,p312,a2005,S. Messina
50102829,p312,a2006,D. Michalik
117370874,p312,a2007,N. Millar
152477891,p312,a2008,D. Molina
48058975,p312,a2009,R. Molinaro
38237316,p312,a2010,L. Molnár
74110246,p312,a2011,P. Montegriffo
103192575,p312,a2012,R. Mor
46593480,p312,a2013,R. Morbidelli
48127848,p312,a2014,T. Morel
92601324,p312,a2015,D. Morris
102107686,p312,a2016,A. Mulone
74683487,p312,a2017,T. Muraveva
74570751,p312,a2018,I. Musella
83951171,p312,a2019,G. Nelemans
145243177,p312,a2020,L. Nicastro
1388393708,p312,a2021,L. Noval
1388393432,p312,a2022,D. Ordóñez-Blanco
153930467,p312,a2023,P. Osborne
2069911866,p312,a2024,C. Pagani
46731852,p312,a2025,I. Pagano
49124538,p312,a2026,F. Pailler
74720705,p312,a2027,H. Palacin
74864645,p312,a2028,L. Palaversa
96173082,p312,a2029,A. Panahi
46620835,p312,a2030,M. Pawlak
11244136,p312,a2031,A. Piersimoni
69040604,p312,a2032,F. Pineau
73969347,p312,a2033,E. Plachy
103005640,p312,a2034,G. Plum
91305793,p312,a2035,E. Poggio
8115961,p312,a2036,A. Prša
27719899,p312,a2037,L. Pulone
72002793,p312,a2038,E. Racero
48745906,p312,a2039,S. Ragaini
104940054,p312,a2040,N. Rambaux
1387882032,p312,a2041,M. Ramos-lerate
5432486,p312,a2042,S. Regibo
27337230,p312,a2043,C. Reylé
74187757,p312,a2044,F. Riclet
103034285,p312,a2045,V. Ripepi
133655805,p312,a2046,A. Riva
119298203,p312,a2047,A. Rivard
1957487,p312,a2048,G. Rixon
1453438869,p312,a2049,T. Roegiers
67052753,p312,a2050,M. Roelens
84378377,p312,a2051,M. Romero‐Gomez
50032728,p312,a2052,N. Rowell
145538029,p312,a2053,F. Royer
1388393408,p312,a2054,L. Ruiz-Dern
145823713,p312,a2055,G. Sadowski
2136646115,p312,a2056,T. Sagristà Sellés
4876967,p312,a2057,J. Sahlmann
143994748,p312,a2058,J. Salgado
103862062,p312,a2059,E. Salguero
3039465,p312,a2060,N. Sanna
1388363520,p312,a2061,T. Santana-Ros
74453506,p312,a2062,M. Sarasso
74788141,p312,a2063,H. Savietto
6747705,p312,a2064,M. Schultheis
2621881,p312,a2065,E. Sciacca
103883386,p312,a2066,M. Ségol
2640590,p312,a2067,J. Segovia
49357808,p312,a2068,D. Ségransan
49158566,p312,a2069,I. Shih
75168605,p312,a2070,L. Siltala
2110269954,p312,a2071,A. F. Silva
40085341,p312,a2072,R. Smart
2157445776,p312,a2073,K. Smith
48235304,p312,a2074,E. Solano
34168935,p312,a2075,F. Solitro
52367256,p312,a2076,R. Sordo
2136638460,p312,a2077,S. Soria Nieto
52091003,p312,a2078,J. Souchay
3410836,p312,a2079,A. Spagna
74838816,p312,a2080,U. Stampa
145066465,p312,a2081,I. Steele
2294708,p312,a2082,H. Steidelmüller
79873204,p312,a2083,C. Stephenson
74645321,p312,a2084,H. Stoev
102662967,p312,a2085,F. Suess
10340421,p312,a2086,J. Surdej
100989127,p312,a2087,L. Szabados
1388386340,p312,a2088,E. Szegedi-Elek
2393919,p312,a2089,D. Tapiador
14668742,p312,a2090,F. Taris
74722108,p312,a2091,G. Tauran
2107226692,p312,a2092,M. B. Taylor
2052906973,p312,a2093,R. Teixeira
69373939,p312,a2094,D. Terrett
101454622,p312,a2095,P. Teyssandier
144922012,p312,a2096,A. Titarenko
2136667634,p312,a2097,F. Torra Clotet
2091092084,p312,a2098,C. Turon
3436577,p312,a2099,A. Ulla
133931472,p312,a2100,E. Utrilla
73876164,p312,a2101,S. Uzzi
114956906,p312,a2102,M. Vaillant
144913966,p312,a2103,G. Valentini
66787059,p312,a2104,V. Valette
26583259,p312,a2105,A. van Elteren
2136644722,p312,a2106,E. Van Hemelryck
47097101,p312,a2107,M. van Leeuwen
14010293,p312,a2108,M. Vaschetto
2019894,p312,a2109,A. Vecchiato
51920788,p312,a2110,J. Veljanoski
91596850,p312,a2111,Y. Viala
123742121,p312,a2112,D. Vicente
2114457977,p312,a2113,S. Vogt
40327377,p312,a2114,C. von Essen
101080526,p312,a2115,H. Voss
75168508,p312,a2116,V. Votruba
145564906,p312,a2117,S. Voutsinas
153713967,p312,a2118,M. Weiler
72271363,p312,a2119,O. Wertz
8268302,p312,a2120,T. Wevers
104348810,p312,a2121,Ł. Wyrzykowski
101384775,p312,a2122,A. Yoldas
73803935,p312,a2123,M. Žerjal
52072486,p312,a2124,H. Ziaeepour
9924785,p312,a2125,J. Zorec
49920371,p312,a2126,S. Zschocke
2051891243,p312,a2127,S. Zucker
5117704,p312,a2128,C. Zurbach
1490644088,p312,a2129,T. Zwitter
153866711,p313,a2130,S. Ventura
3245770,p314,a2131,J. Vizcaíno
3245770,p1400,a2131,J. Vizcaíno
3245770,p2001,a2131,J. Vizcaíno
3245770,p2024,a2131,J. Vizcaíno
3245770,p2143,a2131,J. Vizcaíno
3245770,p2159,a2131,J. Vizcaíno
1763674,p314,a2132,E. Deutsch
1763674,p1440,a2132,E. Deutsch
8663048,p314,a2133,A. Csordas
8663048,p1400,a2133,A. Csordas
8663048,p2001,a2133,A. Csordas
8663048,p2024,a2133,A. Csordas
8663048,p2143,a2133,A. Csordas
8663048,p2159,a2133,A. Csordas
2801174,p314,a2134,F. Reisinger
2801174,p1400,a2134,F. Reisinger
2801174,p2024,a2134,F. Reisinger
2801174,p2143,a2134,F. Reisinger
2801174,p2159,a2134,F. Reisinger
153566340,p314,a2135,D. Rios
153566340,p1400,a2135,D. Rios
153566340,p2159,a2135,D. Rios
2706664,p314,a2136,José A. Dianes
2706664,p1400,a2136,José A. Dianes
2706664,p2024,a2136,José A. Dianes
2706664,p2143,a2136,José A. Dianes
2706664,p2159,a2136,José A. Dianes
14948487,p314,a2137,Zhi Sun
2605051,p314,a2138,T. Farrah
2865038,p314,a2139,N. Bandeira
2577986,p314,a2140,P. Binz
2577986,p1396,a2140,P. Binz
1793133,p314,a2141,I. Xenarios
1793133,p1031,a2141,I. Xenarios
1793133,p1396,a2141,I. Xenarios
1793133,p1480,a2141,I. Xenarios
1793133,p2101,a2141,I. Xenarios
1793133,p2177,a2141,I. Xenarios
1793133,p2273,a2141,I. Xenarios
1793133,p2349,a2141,I. Xenarios
145677256,p314,a2142,M. Eisenacher
145677256,p2001,a2142,M. Eisenacher
2058906182,p314,a2143,Gerhard Mayer
2058906182,p2001,a2143,Gerhard Mayer
2058906182,p2024,a2143,Gerhard Mayer
2058906182,p2143,a2143,Gerhard Mayer
2458899,p314,a2144,L. Gatto
153215064,p314,a2145,A. Campos
47071352,p314,a2146,R. Chalkley
2060653771,p314,a2147,Hans-Joachim Kraus
2767627,p314,a2148,J. Albar
1401305323,p314,a2149,S. Martínez-Bartolomé
1722884,p314,a2150,R. Apweiler
1722884,p1087,a2150,R. Apweiler
1722884,p1396,a2150,R. Apweiler
1722884,p2134,a2150,R. Apweiler
1722884,p2162,a2150,R. Apweiler
1722884,p2174,a2150,R. Apweiler
1722884,p2231,a2150,R. Apweiler
1722884,p2370,a2150,R. Apweiler
1722884,p2372,a2150,R. Apweiler
1722884,p2389,a2150,R. Apweiler
1722884,p2452,a2150,R. Apweiler
1722884,p2454,a2150,R. Apweiler
1722884,p2467,a2150,R. Apweiler
2716422,p314,a2151,G. Omenn
2716422,p1148,a2151,G. Omenn
145632158,p314,a2152,L. Martens
145801921,p314,a2153,A. Jones
1785886,p314,a2154,H. Hermjakob
1785886,p1327,a2154,H. Hermjakob
1785886,p1400,a2154,H. Hermjakob
1785886,p2024,a2154,H. Hermjakob
1785886,p2111,a2154,H. Hermjakob
1785886,p2143,a2154,H. Hermjakob
1785886,p2159,a2154,H. Hermjakob
1785886,p2179,a2154,H. Hermjakob
1785886,p2218,a2154,H. Hermjakob
1785886,p2370,a2154,H. Hermjakob
1785886,p2372,a2154,H. Hermjakob
1785886,p2423,a2154,H. Hermjakob
1761220,p315,a2155,Y. Simmhan
1809305,p315,a2156,Beth Plale
143692736,p315,a2157,Dennis Gannon
143692736,p1318,a2157,Dennis Gannon
1411595982,p316,a2158,E. Aceves-Bueno
5499707,p316,a2159,A. Adeleye
4035994,p316,a2160,M. Feraud
4092641,p316,a2161,Yuxiong Huang
11664791,p316,a2162,Mengya Tao
2143687245,p316,a2163,Yi Yang
46635242,p316,a2164,Sarah E. Anderson
2108803260,p317,a2165,Lixia Zhang
144833678,p317,a2166,Alexander Afanasyev
6061023,p317,a2167,J. Burke
1716421,p317,a2168,V. Jacobson
10179735,p317,a2169,K. Claffy
145792285,p317,a2170,P. Crowley
144775884,p317,a2171,C. Papadopoulos
2108758184,p317,a2172,Lan Wang
1727135,p317,a2173,Beichuan Zhang
1979817,p318,a2174,M. M. Najafabadi
2142983,p318,a2175,Flavio Villanustre
1725285,p318,a2176,T. Khoshgoftaar
1725285,p1177,a2176,T. Khoshgoftaar
1725285,p1189,a2176,T. Khoshgoftaar
1809915,p318,a2177,Naeem Seliya
145539319,p318,a2178,Randall Wald
145539319,p1177,a2178,Randall Wald
145539319,p1189,a2178,Randall Wald
50076239,p318,a2179,Edin A. Muharemagic
144143227,p319,a2180,Y. Ge
2122756037,p319,a2181,Yan Jin
145598670,p319,a2182,A. Stein
1519049291,p319,a2183,Yuehong Chen
47825185,p319,a2184,Jianghao Wang
2167479733,p319,a2185,Jinfeng Wang
40613105,p319,a2186,Q. Cheng
1918035,p319,a2187,Hexiang Bai
2006212186,p319,a2188,Mengxiao Liu
2139380,p319,a2189,P. Atkinson
2550756,p320,a2190,A. Colaprico
2550756,p1365,a2190,A. Colaprico
144930994,p320,a2191,T. Silva
144930994,p1365,a2191,T. Silva
39933263,p320,a2192,Catharina Olsen
39933263,p1365,a2192,Catharina Olsen
2555927,p320,a2193,L. Garofano
2555927,p1365,a2193,L. Garofano
144268647,p320,a2194,C. Cava
144268647,p1365,a2194,C. Cava
2081822014,p320,a2195,Davide Garolini
2081822014,p1365,a2195,Davide Garolini
4042457,p320,a2196,Thaís S. Sabedot
4042457,p1365,a2196,Thaís S. Sabedot
6661692,p320,a2197,T. Malta
6661692,p1365,a2197,T. Malta
38150030,p320,a2198,S. Pagnotta
38150030,p1365,a2198,S. Pagnotta
2475417,p320,a2199,I. Castiglioni
2475417,p1365,a2199,I. Castiglioni
145075623,p320,a2200,M. Ceccarelli
145075623,p1365,a2200,M. Ceccarelli
1772497,p320,a2201,Gianluca Bontempi
1772497,p1365,a2201,Gianluca Bontempi
6902583,p320,a2202,H. Noushmehr
6902583,p1365,a2202,H. Noushmehr
144298711,p321,a2203,Ray M. Chang
1398017043,p321,a2204,R. Kauffman
1398017043,p969,a2204,R. Kauffman
2115746922,p321,a2205,YoungOk Kwon
1761784,p322,a2206,R. Tibshirani
3056361,p322,a2207,J. Friedman
3026841,p323,a2208,R. Lukyanenko
145008629,p323,a2209,J. Parsons
2834370,p323,a2210,Y. Wiersma
5139940,p324,a2211,E. D. Minin
2307010,p325,a2212,P. Mongeon
1398555696,p325,a2213,Adèle Paul-Hus
34842457,p326,a2214,C. Chinn
31200689,p326,a2215,W. Brewer
3331987,p327,a2216,L. Litman
2115466627,p327,a2217,Jonathan Robinson
10781926,p327,a2218,Tzvi Abberbock
11699416,p328,a2219,Chaomei Chen
145325584,p329,a2220,Jiawei Han
145325584,p374,a2220,Jiawei Han
145325584,p387,a2220,Jiawei Han
145325584,p2148,a2220,Jiawei Han
46833537,p329,a2221,M. Kamber
46833537,p374,a2221,M. Kamber
1872945,p330,a2222,J. Navalta
13279901,p330,a2223,W. Stone
4985569,p330,a2224,T. Lyons
113486819,p331,a2225,Agustí Verde Parera
2067168019,p331,a2226,Xavier Costa
72030295,p332,a2227,F. Crameri
11129293,p332,a2228,G. Shephard
4112929,p332,a2229,P. Heron
2183955,p333,a2230,J. Wallis
31600981,p333,a2231,E. Rolando
1696082,p333,a2232,C. Borgman
1696082,p449,a2232,C. Borgman
1696082,p459,a2232,C. Borgman
1696082,p472,a2232,C. Borgman
121828020,p334,a2233,Ian M. Foster
1791498,p334,a2234,R. Ghani
3005861,p334,a2235,R. Jarmin
4505092,p334,a2236,F. Kreuter
50187348,p334,a2237,J. Lane
6546316,p335,a2238,J. Montgomery
1847400,p335,a2239,S. Olivella
2361828,p336,a2240,Justin Grimmer
28924497,p336,a2241,Brandon M Stewart
46354410,p337,a2242,K. Bergen
143862033,p337,a2243,P. Johnson
39634320,p337,a2244,M. D. de Hoop
3462562,p337,a2245,G. Beroza
145878647,p338,a2246,Rob Kitchin
145878647,p471,a2246,Rob Kitchin
2686171,p339,a2247,J. Elith
50488198,p339,a2248,C. Graham
145803736,p339,a2249,Robert P. Anderson
144652072,p339,a2250,Miroslav Dudík
2147861,p339,a2251,S. Ferrier
1830349,p339,a2252,A. Guisan
2130462,p339,a2253,R. Hijmans
2628877,p339,a2254,F. Huettmann
4429495,p339,a2255,J. Leathwick
2771547,p339,a2256,A. Lehmann
2118398703,p339,a2257,Jin Li
1718656,p339,a2258,L. Lohmann
5249055,p339,a2259,B. Loiselle
4453374,p339,a2260,G. Manion
47729929,p339,a2261,C. Moritz
46292352,p339,a2262,Miguel Nakamura
9467398,p339,a2263,Y. Nakazawa
46584835,p339,a2264,J. Overton
143794119,p339,a2265,A. Peterson
30352875,p339,a2266,Steven J. Phillips
30271605,p339,a2267,K. Richardson
1403810063,p339,a2268,R. Scachetti-Pereira
1716301,p339,a2269,R. Schapire
145285455,p339,a2270,Jorge Soberón
144242153,p339,a2271,S. Williams
46409715,p339,a2272,M. Wisz
34674791,p339,a2273,N. Zimmermann
145413585,p340,a2274,Z. Stephens
2108262461,p340,a2275,Sk Lee
3404467,p340,a2276,F. Faghri
143775101,p340,a2277,R. Campbell
1736467,p340,a2278,ChengXiang Zhai
1962617,p340,a2279,Miles Efron
2172471887,p340,a2280,R. Iyer
2205516,p340,a2281,M. Schatz
2205516,p1019,a2281,M. Schatz
2205516,p1404,a2281,M. Schatz
2162164055,p340,a2282,S. Sinha
2779588,p340,a2283,G. Robinson
2144586446,p341,a2284,Jin Yang
12013287,p341,a2285,Yuan-jie Li
50384351,p341,a2286,Qingqing Liu
2156059845,p341,a2287,Li Li
1500673788,p341,a2288,Aozi Feng
2118916449,p341,a2289,Tianyi Wang
120615721,p341,a2290,Shuai Zheng
143908700,p341,a2291,Anding Xu
80193067,p341,a2292,Jun Lyu
51201495,p342,a2293,A. Freitag
144210610,p342,a2294,R. Meyer
32065651,p342,a2295,Liz Whiteman
1693515,p343,a2296,Mohammed J. Zaki
2862077,p344,a2297,David Weintrop
2673574,p344,a2298,Elham Beheshti
3263438,p344,a2299,Michael S. Horn
50353939,p344,a2300,Kai Orton
2993122,p344,a2301,K. Jona
3021092,p344,a2302,L. Trouille
144904732,p344,a2303,U. Wilensky
1717534,p345,a2304,J. Vanschoren
1764155,p345,a2305,J. N. Rijn
1686924,p345,a2306,B. Bischl
66444903,p345,a2307,L. Torgo
143741583,p346,a2308,Alberto Fernández
39558258,p346,a2309,S. García
39558258,p400,a2309,S. García
1924061,p346,a2310,M. Galar
1793286,p346,a2311,R. Prati
3022672,p346,a2312,B. Krawczyk
1699069,p346,a2313,F. Herrera
1699069,p400,a2313,F. Herrera
1699069,p495,a2313,F. Herrera
36267262,p347,a2314,Jennifer Shirk
36267262,p431,a2314,Jennifer Shirk
36267262,p439,a2314,Jennifer Shirk
1398681143,p347,a2315,A. Miller‐Rushing
21679677,p347,a2316,J. Parrish
1910268,p348,a2317,Anne-Wil Harzing
2071049,p348,a2318,Satu Alakangas
3185333,p349,a2319,D. Lazer
3185333,p435,a2319,D. Lazer
144994682,p349,a2320,A. Pentland
144994682,p435,a2320,A. Pentland
1783914,p349,a2321,D. Watts
1783914,p1916,a2321,D. Watts
2413779,p349,a2322,Sinan Aral
2413779,p435,a2322,Sinan Aral
2631417,p349,a2323,S. Athey
67128030,p349,a2324,N. Contractor
67128030,p435,a2324,N. Contractor
2202119,p349,a2325,Deen Freelon
1404609254,p349,a2326,Sandra González-Bailón
1404609254,p419,a2326,Sandra González-Bailón
1791413,p349,a2327,H. Margetts
46548784,p349,a2328,Alondra Nelson
1925509,p349,a2329,Matthew J. Salganik
1743043,p349,a2330,M. Strohmaier
80273596,p349,a2331,A. Vespignani
144065562,p349,a2332,Claudia Wagner
34355283,p350,a2333,Dhavan V. Shah
2202554,p350,a2334,J. Cappella
35339521,p350,a2335,W. R. Neuman
144643621,p351,a2336,M. McNutt
144643621,p453,a2336,M. McNutt
3360366,p351,a2337,K. Lehnert
47283959,p351,a2338,B. Hanson
2862527,p351,a2339,Brian A. Nosek
2862527,p492,a2339,Brian A. Nosek
2405804,p351,a2340,A. Ellison
34636703,p351,a2341,J. King
22150984,p352,a2342,J. Driscoll
46245866,p352,a2343,Aart C. Kraay
3479659,p353,a2344,F. Mazzocchi
1748808,p354,a2345,Xindong Wu
1694121,p354,a2346,Xingquan Zhu
3114399,p354,a2347,Gongqing Wu
143911565,p354,a2348,W. Ding
119524764,p355,a2349,Andrew Bell
49018948,p356,a2350,Wes McKinney
