aUrlId,pId,aId,aName
1767465,p357,a2351,S. Kelling
1767465,p414,a2351,S. Kelling
1767465,p431,a2351,S. Kelling
144086902,p357,a2352,D. Fink
144086902,p414,a2352,D. Fink
7479156,p357,a2353,F. A. La Sorte
39535060,p357,a2354,A. Johnston
49066081,p357,a2355,Nicholas E. Bruns
2412541,p357,a2356,W. Hochachka
2412541,p414,a2356,W. Hochachka
33946475,p358,a2357,T. Karl
8405112,p358,a2358,A. Arguez
108015802,p358,a2359,B. Huang
2647715,p358,a2360,J. Lawrimore
38015204,p358,a2361,J. Mcmahon
40006660,p358,a2362,M. Menne
40006660,p2147,a2362,M. Menne
5720253,p358,a2363,T. Peterson
5720253,p2386,a2363,T. Peterson
4123515,p358,a2364,R. Vose
4123515,p2147,a2364,R. Vose
4123515,p2386,a2364,R. Vose
107931017,p358,a2365,Huai-min Zhang
145894068,p359,a2366,F. J. Smith
145154843,p360,a2367,S. Ovchinnikov
2326313,p360,a2368,Hahnbeom Park
3048429,p360,a2369,N. Varghese
2148759061,p360,a2370,Po-Ssu Huang
2013413,p360,a2371,G. Pavlopoulos
2013413,p1509,a2371,G. Pavlopoulos
2013413,p1579,a2371,G. Pavlopoulos
1409917275,p360,a2372,David E. Kim
3191344,p360,a2373,Hetunandan Kamisetty
2805081,p360,a2374,N. Kyrpides
2113506991,p360,a2375,David Baker
2816799,p361,a2376,P. Freedson
2327334,p361,a2377,E. Melanson
6370820,p361,a2378,J. Sirard
3185893,p362,a2379,T. McCormick
121406180,p362,a2380,Hedwig Lee
7363052,p362,a2381,N. Cesare
2204469,p362,a2382,A. Shojaie
3003737,p362,a2383,Emma S. Spiro
1725126,p363,a2384,L. Bornmann
2695626,p363,a2385,Rüdiger Mutz
1686308,p364,a2386,F. Aurenhammer
2004577537,p365,a2387,Weiqi Wang
143804377,p365,a2388,E. Krishnan
144822493,p366,a2389,S. Fritz
144822493,p378,a2389,S. Fritz
145098716,p366,a2390,L. See
145098716,p378,a2390,L. See
1902238,p366,a2391,Tyler Carlson
2640550,p366,a2392,M. Haklay
40398248,p366,a2393,J. L. Oliver
40398248,p378,a2393,J. L. Oliver
25667104,p366,a2394,D. Fraisl
25667104,p378,a2394,D. Fraisl
118795471,p366,a2395,R. Mondardini
147425146,p366,a2396,M. Brocklehurst
40147795,p366,a2397,L. Shanley
2465891,p366,a2398,U. Wehn
2465891,p378,a2398,U. Wehn
108500854,p366,a2399,T. Abrate
144634870,p366,a2400,J. Anstee
40602524,p366,a2401,S. Arnold
2138742516,p366,a2402,M. Billot
152777917,p366,a2403,Jillian Campbell
152777917,p378,a2403,Jillian Campbell
119055206,p366,a2404,J. Espey
50880147,p366,a2405,M. Gold
50880147,p378,a2405,M. Gold
116273401,p366,a2406,G. Hager
2115300587,p366,a2407,Shan He
147318011,p366,a2408,L. Hepburn
4459489,p366,a2409,A. Hsu
48811688,p366,a2410,Deborah Long
145039173,p366,a2411,J. Masó
145039173,p378,a2411,J. Masó
2969337,p366,a2412,I. Mccallum
87173712,p366,a2413,M. Muniafu
15571833,p366,a2414,I. Moorthy
15571833,p378,a2414,I. Moorthy
2673730,p366,a2415,M. Obersteiner
1383546131,p366,a2416,A. Parker
2091983465,p366,a2417,Maike Weißpflug
2105996089,p366,a2418,Sarah West
83587364,p367,a2419,W. D. Wright
6652932,p368,a2420,M. Head
3884621,p368,a2421,L. Holman
5325261,p368,a2422,R. Lanfear
12670573,p368,a2423,A. Kahn
3495787,p368,a2424,M. Jennions
1761560,p369,a2425,Lokman I. Meho
38994721,p369,a2426,Kiduk Yang
48107633,p370,a2427,J. V. Van Horn
1699926,p370,a2428,A. Toga
1699926,p1574,a2428,A. Toga
1379575305,p371,a2429,C. Kletzing
2105985603,p371,a2430,W. Kurth
2451498,p371,a2431,M. Acuna
144386961,p371,a2432,R. Macdowall
39417798,p371,a2433,R. Torbert
4941227,p371,a2434,T. Averkamp
30571629,p371,a2435,D. Bodet
144472893,p371,a2436,S. Bounds
7695765,p371,a2437,M. Chutter
144520577,p371,a2438,J. Connerney
97919438,p371,a2439,D. Crawford
40827677,p371,a2440,J. Dolan
36645616,p371,a2441,R. Dvorský
4007566,p371,a2442,G. Hospodarsky
153644146,p371,a2443,J. Howard
6030811,p371,a2444,V. Jordanova
113494752,p371,a2445,R. Johnson
47730357,p371,a2446,D. Kirchner
14394636,p371,a2447,B. Mokrzycki
72145706,p371,a2448,G. Needell
153141242,p371,a2449,J. Odom
2069935795,p371,a2450,D. Mark
8485029,p371,a2451,R. Pfaff
50679726,p371,a2452,J. R. Phillips
143914383,p371,a2453,C. Piker
153527897,p371,a2454,S. Remington
39022066,p371,a2455,D. Rowland
3695204,p371,a2456,O. Santolík
34577054,p371,a2457,R. Schnurr
67343435,p371,a2458,D. Sheppard
2216293189,p371,a2459,C. Smith
145900285,p371,a2460,R. Thorne
115400115,p371,a2461,J. Tyler
1753785,p372,a2462,V. Batagelj
3507117,p373,a2463,T. Murdoch
4648711,p373,a2464,A. Detsky
4827532,p375,a2465,Karen Colorafi
7784458,p375,a2466,B. Evans
145531067,p376,a2467,H. Jagadish
145531067,p1148,a2467,H. Jagadish
145531067,p2492,a2467,H. Jagadish
1708677,p377,a2468,E. Dart
49170176,p377,a2469,Lauren Rotman
145765359,p377,a2470,B. Tierney
2054584107,p377,a2471,Mary Hester
2386943,p377,a2472,J. Zurawski
33503698,p378,a2473,J. Wardlaw
2065826420,p378,a2474,Rosa Arias
143747427,p378,a2475,J. Piera
7025219,p378,a2476,M. Penker
4231256,p379,a2477,Leopold Talirz
41192168,p379,a2478,Snehal Kumbhar
153577509,p379,a2479,Elsa Passaro
32564579,p379,a2480,Aliaksandr V. Yakutovich
2070963930,p379,a2481,Valeria Granata
46272828,p379,a2482,F. Gargiulo
2075042177,p379,a2483,Marco Borelli
32077722,p379,a2484,M. Uhrin
145209987,p379,a2485,Sebastiaan P. Huber
2011365,p379,a2486,Spyros Zoupanos
40757803,p379,a2487,C. Adorf
35766258,p379,a2488,C. Andersen
2361776,p379,a2489,O. Schütt
2460146,p379,a2490,C. Pignedoli
2156318,p379,a2491,D. Passerone
3298584,p379,a2492,J. VandeVondele
35060564,p379,a2493,T. Schulthess
34303113,p379,a2494,G. Pizzi
2292631,p379,a2495,N. Marzari
3181960,p380,a2496,Junfei Qiu
145447232,p380,a2497,Qi-hui Wu
1788703,p380,a2498,Guoru Ding
1409931639,p380,a2499,Yuhua Xu
145340634,p380,a2500,S. Feng
2232440,p381,a2501,Melissa P. Johnston
144714309,p382,a2502,D. Silverman
65734036,p383,a2503,Chikio Hayashi
65734036,p397,a2503,Chikio Hayashi
32009627,p384,a2504,R. Perrucci
50408652,p384,a2505,C. Perrucci
104316440,p384,a2506,M. Subramaniam
48667560,p386,a2507,G. Ryan
2013947833,p386,a2508,H. Bernard
2109834659,p387,a2509,Manish Gupta
144407304,p387,a2510,Jing Gao
1682418,p387,a2511,C. Aggarwal
1682418,p388,a2511,C. Aggarwal
1682418,p487,a2511,C. Aggarwal
2229279,p389,a2512,V. Kiselev
47902704,p389,a2513,Andrew Yiu
3241106,p389,a2514,M. Hemberg
88691091,p390,a2515,The Ligo Scientific Collaboration
102513226,p390,a2516,T. V. C. J. Aasi
121311089,p390,a2517,J. Abadie
144712587,p390,a2518,B. Abbott
48938203,p390,a2519,R. Abbott
102856569,p390,a2520,T. Abbott
1380953612,p390,a2521,M. Abernathy
6582042,p390,a2522,T. Accadia
2563453,p390,a2523,F. Acernese
145001416,p390,a2524,C. Adams
143792023,p390,a2525,T. Adams
1381240211,p390,a2526,R. Adhikari
3550923,p390,a2527,C. Affeldt
5592007,p390,a2528,M. Agathos
103246067,p390,a2529,N. Aggarwal
100791172,p390,a2530,O. Aguiar
152299421,p390,a2531,P. Ajith
73600828,p390,a2532,B. Allen
102924556,p390,a2533,A. Allocca
143996884,p390,a2534,E. Ceron
1380953832,p390,a2535,D. Amariutei
2107581119,p390,a2536,R. Anderson
1383233033,p390,a2537,W. Anderson
152910390,p390,a2538,K. Arai
47031982,p390,a2539,M. Araya
1380955063,p390,a2540,C. Arceneaux
1380954863,p390,a2541,J. Areeda
98712449,p390,a2542,S. Ast
1387831352,p390,a2543,S. Aston
5395758,p390,a2544,P. Astone
6636796,p390,a2545,P. Aufmuth
4965024,p390,a2546,C. Aulbert
66874409,p390,a2547,L. Austin
1382508667,p390,a2548,B. Aylott
81361187,p390,a2549,S. Babak
152961447,p390,a2550,P. Baker
2662819,p390,a2551,G. Ballardin
48716209,p390,a2552,S. Ballmer
5112255,p390,a2553,J. Barayoga
152309972,p390,a2554,D. Barker
30031177,p390,a2555,S. Barnum
145657116,p390,a2556,F. Barone
40530443,p390,a2557,B. Barr
144372778,p390,a2558,L. Barsotti
2715941,p390,a2559,M. Barsuglia
5811121,p390,a2560,M. Barton
6317507,p390,a2561,I. Bartos
3980110,p390,a2562,R. Bassiri
144586883,p390,a2563,A. Basti
5550837,p390,a2564,J. Batch
4146753,p390,a2565,J. Bauchrowitz
1866227,p390,a2566,T. Bauer
98498449,p390,a2567,M. Bebronne
50183341,p390,a2568,B. Behnke
41186371,p390,a2569,M. Bejger
5378283,p390,a2570,M. Beker
50559910,p390,a2571,A. Bell
50636363,p390,a2572,C. Bell
5043909,p390,a2573,I. Belopolski
37774270,p390,a2574,G. Bergmann
1388229789,p390,a2575,J. Berliner
133566464,p390,a2576,A. Bertolini
35251713,p390,a2577,D. Bessis
102803299,p390,a2578,J. Betzwieser
102314556,p390,a2579,P. Beyersdorf
6071041,p390,a2580,T. Bhadbhade
103182223,p390,a2581,I. Bilenko
3537459,p390,a2582,G. Billingsley
145900192,p390,a2583,J. Birch
3928470,p390,a2584,M. Bitossi
145438043,p390,a2585,M. Bizouard
143852361,p390,a2586,E. Black
123783904,p390,a2587,J. K. Blackburn
3698756,p390,a2588,L. Blackburn
144115019,p390,a2589,D. Blair
114453849,p390,a2590,M. Blom
50420291,p390,a2591,O. Bock
102247113,p390,a2592,T. Bodiya
102299016,p390,a2593,M. Boer
3351144,p390,a2594,C. Bogan
30967961,p390,a2595,C. Bond
48250691,p390,a2596,F. Bondu
144238189,p390,a2597,L. Bonelli
7020798,p390,a2598,R. Bonnand
152234860,p390,a2599,R. Bork
47440339,p390,a2600,M. Born
49182948,p390,a2601,S. Bose
145709012,p390,a2602,L. Bosi
48278251,p390,a2603,J. Bowers
2661434,p390,a2604,C. Bradaschia
145260172,p390,a2605,P. Brady
2073793837,p390,a2606,V. Braginsky
4296065,p390,a2607,M. Branchesi
1766849,p390,a2608,C. Brannen
50857391,p390,a2609,J. Brau
1968739,p390,a2610,J. Breyer
48198376,p390,a2611,T. Briant
1382509470,p390,a2612,D. Bridges
152411599,p390,a2613,A. Brillet
82892061,p390,a2614,M. Brinkmann
91963843,p390,a2615,V. Brisson
4750741,p390,a2616,M. Britzger
1380990745,p390,a2617,A. Brooks
47627248,p390,a2618,D. Brown
30739581,p390,a2619,F. Bruckner
46385372,p390,a2620,T. Bulik
1381265210,p390,a2621,H. Bulten
1986356,p390,a2622,A. Buonanno
2899378,p390,a2623,D. Buskulic
152455870,p390,a2624,C. Buy
49193459,p390,a2625,R. Byer
152140806,p390,a2626,L. Cadonati
117966704,p390,a2627,J. Bustillo
143667231,p390,a2628,E. Calloni
123524657,p390,a2629,J. Camp
6216322,p390,a2630,P. Campsie
153744736,p390,a2631,K. Cannon
2176559,p390,a2632,B. Canuel
2107189013,p390,a2633,J. Cao
47470602,p390,a2634,C. Capano
113473419,p390,a2635,F. Carbognani
152138448,p390,a2636,L. Carbone
117105202,p390,a2637,S. Caride
49481676,p390,a2638,A. Castiglia
116911935,p390,a2639,S. Caudill
3180530,p390,a2640,M. Cavaglià
144933360,p390,a2641,F. Cavalier
114630993,p390,a2642,R. Cavalieri
145737309,p390,a2643,G. Cella
88163655,p390,a2644,C. Cepeda
87208027,p390,a2645,E. Cesarini
114930526,p390,a2646,R. Chakraborty
6005580,p390,a2647,T. Chalermsongsak
145588957,p390,a2648,S. Chao
4037813,p390,a2649,P. Charlton
1380750118,p390,a2650,É. Chassande-Mottin
46772568,p390,a2651,X. Chen
117744810,p390,a2652,Y. Chen
118274237,p390,a2653,A. Chincarini
115125004,p390,a2654,A. Chiummo
2182390053,p390,a2655,H. Cho
1380990049,p390,a2656,J. Chow
47486131,p390,a2657,N. Christensen
92149556,p390,a2658,Q. Chu
143609933,p390,a2659,S. Chua
2107353568,p390,a2660,S. Chung
48991271,p390,a2661,G. Ciani
7439763,p390,a2662,F. Clara
1387921426,p390,a2663,D. Clark
2107296475,p390,a2664,J. Clark
100646313,p390,a2665,F. Cleva
2195505,p390,a2666,E. Coccia
152304200,p390,a2667,P. Cohadon
30117328,p390,a2668,A. Colla
38541625,p390,a2669,M. Colombini
93674976,p390,a2670,M. Constancio
3530888,p390,a2671,Jr.
117375690,p390,a2672,A. Conte
46301198,p390,a2673,R. Conte
97471404,p390,a2674,D. Cook
153438182,p390,a2675,T. Corbitt
33162531,p390,a2676,M. Cordier
46896857,p390,a2677,N. Cornish
38968981,p390,a2678,A. Corsi
1381747737,p390,a2679,C. Costa
1380955296,p390,a2680,M. Coughlin
112985568,p390,a2681,J. Coulon
1381247907,p390,a2682,S. Countryman
72600944,p390,a2683,P. Couvares
114235616,p390,a2684,D. Coward
87320541,p390,a2685,M. Cowart
152732350,p390,a2686,D. Coyne
38762862,p390,a2687,K. Craig
3286468,p390,a2688,J. Creighton
39579059,p390,a2689,T. Creighton
116386961,p390,a2690,S. Crowder
47621253,p390,a2691,A. Cumming
145127370,p390,a2692,L. Cunningham
114728464,p390,a2693,E. Cuoco
40156972,p390,a2694,K. Dahl
88973502,p390,a2695,T. Canton
6077077,p390,a2696,M. Damjanic
115429754,p390,a2697,S. Danilishin
103357781,p390,a2698,S. D’Antonio
48563045,p390,a2699,K. Danzmann
89905134,p390,a2700,V. Dattilo
5732142,p390,a2701,B. Daudert
5317183,p390,a2702,H. Daveloza
2422638,p390,a2703,M. Davier
1390496750,p390,a2704,G. Davies
30155388,p390,a2705,E. Daw
3226157,p390,a2706,R. Day
4368156,p390,a2707,T. Dayanga
113858621,p390,a2708,G. Debreczeni
114167875,p390,a2709,J. Degallaix
104279293,p390,a2710,E. Deleeuw
30907860,p390,a2711,S. Deleglise
121581971,p390,a2712,W. D. Pozzo
115229738,p390,a2713,T. Denker
81144188,p390,a2714,T. Dent
144422141,p390,a2715,H. Dereli
103375672,p390,a2716,V. Dergachev
152183805,p390,a2717,R. Rosa
1379600228,p390,a2718,R. Derosa
88410062,p390,a2719,R. DeSalvo
67249590,p390,a2720,S. Dhurandhar
2107359952,p390,a2721,M. Díaz
143790166,p390,a2722,A. Dietz
117819916,p390,a2723,L. Fiore
117423583,p390,a2724,A. Lieto
51931522,p390,a2725,I. Palma
3898754,p390,a2726,A. Virgilio
108743342,p390,a2727,K. Dmitry
98355828,p390,a2728,F. Donovan
70030655,p390,a2729,K. Dooley
116742569,p390,a2730,S. Doravari
50814092,p390,a2731,M. Drago
115442996,p390,a2732,R. Drever
1380953916,p390,a2733,J. Driggers
88620390,p390,a2734,Z. Du
91883608,p390,a2735,J. Dumas
1380952801,p390,a2736,S. Dwyer
118447799,p390,a2737,T. Eberle
1383234591,p390,a2738,M. Edwards
114569092,p390,a2739,A. Effler
116554702,p390,a2740,P. Ehrens
115919215,p390,a2741,J. Eichholz
5229773,p390,a2742,S. Eikenberry
152484258,p390,a2743,G. Endrőczi
114667899,p390,a2744,R. Essick
118435627,p390,a2745,T. Etzel
153249669,p390,a2746,K. Evans
152520046,p390,a2747,M. Evans
2059732668,p390,a2748,T. Evans
117948874,p390,a2749,M. Factourovich
103095521,p390,a2750,V. Fafone
117928735,p390,a2751,S. Fairhurst
144618168,p390,a2752,Q. Fang
122288640,p390,a2753,B. Farr
3305699,p390,a2754,W. Farr
118468635,p390,a2755,Marc Favata
152400008,p390,a2756,D. Fazi
114130233,p390,a2757,H. Fehrmann
6151287,p390,a2758,D. Feldbaum
152467175,p390,a2759,I. Ferrante
38221863,p390,a2760,F. Ferrini
3156628,p390,a2761,F. Fidecaro
2652452,p390,a2762,L. Finn
2013513,p390,a2763,I. Fiori
144637284,p390,a2764,R. Fisher
114113853,p390,a2765,R. Flaminio
49886845,p390,a2766,E. Foley
144278796,p390,a2767,S. Foley
3524074,p390,a2768,E. Forsi
1388229815,p390,a2769,L. Forte
50574924,p390,a2770,N. Fotopoulos
115435111,p390,a2771,J. Fournier
51095921,p390,a2772,S. Franco
145109103,p390,a2773,S. Frasca
3354610,p390,a2774,F. Frasconi
122366503,p390,a2775,M. Frede
1964555,p390,a2776,M. Frei
71670763,p390,a2777,Z. Frei
115663812,p390,a2778,A. Freise
50824232,p390,a2779,R. Frey
37687486,p390,a2780,T. Fricke
115408992,p390,a2781,P. Fritschel
96553501,p390,a2782,V. Frolov
144043501,p390,a2783,M. Fujimoto
29988189,p390,a2784,P. Fulda
115834392,p390,a2785,M. Fyffe
5218632,p390,a2786,J. Gair
2103496,p390,a2787,L. Gammaitoni
117857209,p390,a2788,J. Garcia
117296834,p390,a2789,F. Garufi
50878058,p390,a2790,N. Gehrels
2178546,p390,a2791,G. Gemme
115344837,p390,a2792,E. Génin
145767299,p390,a2793,A. Gennai
145812930,p390,a2794,L. Gergely
2158073054,p390,a2795,S. Ghosh
52028425,p390,a2796,J. Giaime
5543469,p390,a2797,S. Giampanis
122563564,p390,a2798,K. Giardina
50741320,p390,a2799,A. Giazotto
1387911026,p390,a2800,S. Gil-Casanova
114901002,p390,a2801,C. Gill
145278071,p390,a2802,J. Gleason
3009028,p390,a2803,E. Goetz
144377467,p390,a2804,R. Goetz
113125579,p390,a2805,L. Gondán
114066309,p390,a2806,G. González
1381325944,p390,a2807,N. Gordon
1381196394,p390,a2808,M. Gorodetsky
114446708,p390,a2809,S. Gossan
4168700,p390,a2810,S. Gossler
3228784,p390,a2811,R. Gouaty
79016481,p390,a2812,C. Graef
39764217,p390,a2813,P. Graff
152494692,p390,a2814,M. Granata
145616193,p390,a2815,A. Grant
113927608,p390,a2816,S. Gras
48904987,p390,a2817,C. Gray
145043164,p390,a2818,R. Greenhalgh
103339974,p390,a2819,A. Gretarsson
3197289,p390,a2820,C. Griffo
98525415,p390,a2821,H. Grote
145827385,p390,a2822,K. Grover
4705477,p390,a2823,S. Grunewald
120870345,p390,a2824,G. Guidi
31669459,p390,a2825,C. Guido
1379644326,p390,a2826,K. Gushwa
102343727,p390,a2827,E. Gustafson
50660024,p390,a2828,R. Gustafson
1384189893,p390,a2829,B. Hall
1383473606,p390,a2830,E. Hall
153031769,p390,a2831,D. Hammer
152121682,p390,a2832,G. Hammond
1381197131,p390,a2833,M. Hanke
80725511,p390,a2834,J. Hanks
38324247,p390,a2835,C. Hanna
153192831,p390,a2836,J. Hanson
152128402,p390,a2837,J. Harms
1381238926,p390,a2838,G. Harry
123928772,p390,a2839,I. Harry
5033553,p390,a2840,E. Harstad
1381019489,p390,a2841,M. Hartman
51185544,p390,a2842,K. Haughian
41194652,p390,a2843,K. Hayama
152160709,p390,a2844,J. Heefner
144623894,p390,a2845,A. Heidmann
117264820,p390,a2846,M. Heintze
113704890,p390,a2847,H. Heitmann
2153135,p390,a2848,P. Hello
144338725,p390,a2849,G. Hemming
2193312,p390,a2850,M. Hendry
70669801,p390,a2851,I. Heng
144831748,p390,a2852,A. Heptonstall
48877253,p390,a2853,M. Heurs
144492151,p390,a2854,S. Hild
145701571,p390,a2855,D. Hoak
145982223,p390,a2856,K. Hodge
144320177,p390,a2857,K. Holt
144886822,p390,a2858,T. Hong
121428497,p390,a2859,S. Hooper
49408020,p390,a2860,T. Horrom
103317640,p390,a2861,D. Hosken
145424660,p390,a2862,J. Hough
1381196544,p390,a2863,E. Howell
2166450240,p390,a2864,Y. Hu
103874060,p390,a2865,Z. Hua
121948406,p390,a2866,V. Huang
1387828671,p390,a2867,E. Huerta
49292918,p390,a2868,B. Hughey
102406351,p390,a2869,S. Husa
144078859,p390,a2870,S. Huttner
51443500,p390,a2871,M. Huynh
1381195806,p390,a2872,T. Huynh--Dinh
41189581,p390,a2873,J. Iafrate
1380990114,p390,a2874,D. Ingram
144777213,p390,a2875,R. Inta
1878450,p390,a2876,T. Isogai
123007591,p390,a2877,A. Ivanov
9187876,p390,a2878,B. Iyer
145074702,p390,a2879,K. Izumi
118331453,p390,a2880,M. Jacobson
48873824,p390,a2881,E. James
30999580,p390,a2882,H. Jang
6019349,p390,a2883,Y. Jang
88686143,p390,a2884,P. Jaranowski
2083633379,p390,a2885,F. Jiménez-Forteza
1872098,p390,a2886,W. Johnson
1383482964,p390,a2887,D. Jones
1383482964,p390,a2887,D. Jones
2157480559,p390,a2888,R. Jones
144941913,p390,a2889,R. Jonker
118172051,p390,a2890,L. Ju
145705626,p390,a2891,K. Haris
3252957,p390,a2892,P. Kalmus
4013201,p390,a2893,V. Kalogera
102803775,p390,a2894,S. Kandhasamy
113109199,p390,a2895,G. Kang
117960293,p390,a2896,J. Kanner
117461506,p390,a2897,M. Kasprzack
3110392,p390,a2898,R. Kasturi
73572953,p390,a2899,E. Katsavounidis
92990302,p390,a2900,W. Katzman
47115119,p390,a2901,H. Kaufer
72310918,p390,a2902,K. Kaufman
103330154,p390,a2903,K. Kawabe
50097945,p390,a2904,S. Kawamura
3088874,p390,a2905,F. Kawazoe
47487881,p390,a2906,F. Kéfélian
94813340,p390,a2907,D. Keitel
1381238725,p390,a2908,D. Kelley
117502934,p390,a2909,W. Kells
102477370,p390,a2910,D. Keppel
5233078,p390,a2911,A. Khalaidovski
102504065,p390,a2912,F. Khalili
116023257,p390,a2913,E. Khazanov
2107427690,p390,a2914,B. Kim
2107550456,p390,a2915,C. Kim
81853995,p390,a2916,K. Kim
2107349990,p390,a2917,N. Kim
2157680741,p390,a2918,W. Kim
103297393,p390,a2919,Y. Kim
1383471368,p390,a2920,P. King
1380953270,p390,a2921,D. Kinzel
103207712,p390,a2922,J. Kissel
50881080,p390,a2923,S. Klimenko
113878828,p390,a2924,J. Kline
102990823,p390,a2925,S. Koehlenbeck
152384227,p390,a2926,K. Kokeyama
47186030,p390,a2927,V. Kondrashov
134728848,p390,a2928,S. Koranda
1387828089,p390,a2929,W. Korth
123935440,p390,a2930,I. Kowalska
116559403,p390,a2931,D. Kozak
117543300,p390,a2932,A. Kremin
6969757,p390,a2933,V. Kringel
145264486,p390,a2934,B. Krishnan
2009439,p390,a2935,A. Królak
1848510,p390,a2936,C. Kucharczyk
46244357,p390,a2937,S. Kudła
143774507,p390,a2938,G. Kuehn
50333527,p390,a2939,A. Kumar
2107297300,p390,a2940,D. Kumar
2211868750,p390,a2941,P. Kumar
3325017,p390,a2942,R. Kumar
4306289,p390,a2943,R. Kurdyumov
152544506,p390,a2944,P. Kwee
46654886,p390,a2945,M. Landry
145830850,p390,a2946,B. Lantz
38489633,p390,a2947,S. Larson
1381303595,p390,a2948,P. Lasky
103120407,p390,a2949,C. Lawrie
2025374,p390,a2950,A. Lazzarini
4943865,p390,a2951,P. Leaci
4348499,p390,a2952,E. Lebigot
2109155822,p390,a2953,C. Lee
153797038,p390,a2954,H. Lee
79933754,p390,a2955,J. Lee
97896390,p390,a2956,M. Leonardi
1380953715,p390,a2957,J. Leong
144867899,p390,a2958,A. L. Roux
1947995,p390,a2959,N. Leroy
152283057,p390,a2960,N. Letendre
152480482,p390,a2961,B. Levine
47132163,p390,a2962,J. Lewis
6420745,p390,a2963,V. Lhuillier
1410145171,p390,a2964,T. G. F. Li
97470840,p390,a2965,A. Lin
1383461830,p390,a2966,T. Littenberg
5135129,p390,a2967,V. Litvine
2118135724,p390,a2968,F. Liu
93578151,p390,a2969,H. Liu
49421475,p390,a2970,Y. Liu
92856980,p390,a2971,Z. Liu
50841153,p390,a2972,D. Lloyd
102887138,p390,a2973,N. Lockerbie
6549875,p390,a2974,V. Lockett
4728385,p390,a2975,D. Lodhia
102586356,p390,a2976,K. Loew
50369864,p390,a2977,J. Logue
1387833365,p390,a2978,A. Lombardi
2888078,p390,a2979,M. Lorenzini
2289734,p390,a2980,V. Loriette
5282740,p390,a2981,M. Lormand
2014559,p390,a2982,G. Losurdo
1381196827,p390,a2983,J. Lough
144923139,p390,a2984,J. Luan
87649791,p390,a2985,M. Lubinski
103021179,p390,a2986,H. Luck
87451944,p390,a2987,A. Lundgren
144040646,p390,a2988,J. Macarthur
47675572,p390,a2989,E. Macdonald
6032540,p390,a2990,B. Machenschalk
102909091,p390,a2991,M. Macinnis
1381197152,p390,a2992,D. Macleod
1381197312,p390,a2993,F. Magaña-Sandoval
6266983,p390,a2994,M. Mageswaran
5119521,p390,a2995,K. Mailand
2590296,p390,a2996,E. Majorana
46486304,p390,a2997,I. Maksimovic
3595315,p390,a2998,V. Malvezzi
144047572,p390,a2999,N. Man
2125350942,p390,a3000,G. Manca
31382442,p390,a3001,I. Mandel
152482307,p390,a3002,V. Mandic
5720000,p390,a3003,V. Mangano
2108329,p390,a3004,M. Mantovani
2950393,p390,a3005,F. Marchesoni
144045039,p390,a3006,F. Marion
50184636,p390,a3007,S. Márka
40412024,p390,a3008,Z. Marka
144849745,p391,a3009,R. Baker
2447179,p391,a3010,P. Inventado
2326638,p392,a3011,Avita Katal
2077643,p392,a3012,M. Wazid
145270838,p392,a3013,R. Goudar
